CustomerID,Recency,Frequency,Value,RScore,FScore,VScore,RFV,Profile
12546.0,46,2,969.58,2,1,3,6,Clientes Emergentes
12547.0,197,2,151.79999999999998,1,1,1,3,Clientes Churn
12548.0,165,1,67.19999999999999,1,1,1,3,Clientes Churn
12550.0,78,1,748.88,2,1,2,5,Clientes Emergentes
12551.0,357,1,168.0,1,1,1,3,Clientes Churn
12552.0,39,1,165.47,2,1,1,4,Clientes Churn
12553.0,7,10,2933.7,3,3,3,9,Clientes VIP
12556.0,49,2,517.81,2,1,2,5,Clientes Emergentes
12558.0,7,1,195.08,3,1,1,5,Clientes Emergentes
12559.0,319,1,301.41,1,1,2,4,Clientes Churn
12560.0,4,2,1746.16,3,1,3,7,Clientes Emergentes
12561.0,302,1,207.05,1,1,1,3,Clientes Churn
12562.0,7,7,2701.7400000000002,3,3,3,9,Clientes VIP
12564.0,260,1,336.15,1,1,2,4,Clientes Churn
12565.0,288,1,145.92,1,1,1,3,Clientes Churn
12566.0,85,1,222.13,2,1,1,4,Clientes Churn
12567.0,22,10,6673.58,3,3,3,9,Clientes VIP
12569.0,1,28,2704.69,3,3,3,9,Clientes VIP
12571.0,39,2,489.37,2,1,2,5,Clientes Emergentes
12572.0,8,2,650.87,3,1,2,6,Clientes Emergentes
12573.0,226,1,150.59,1,1,1,3,Clientes Churn
12574.0,315,1,162.55,1,1,1,3,Clientes Churn
12576.0,35,5,1225.31,2,2,3,7,Clientes Emergentes
12577.0,34,3,570.65,2,2,2,6,Clientes Emergentes
12578.0,20,2,2242.96,3,1,3,7,Clientes Emergentes
12579.0,77,1,329.12,2,1,2,5,Clientes Emergentes
12580.0,246,1,379.7,1,1,2,4,Clientes Churn
12581.0,39,1,169.76,2,1,1,4,Clientes Churn
12582.0,238,2,313.92,1,1,2,4,Clientes Churn
12583.0,2,15,5267.89,3,3,3,9,Clientes VIP
12584.0,3,8,1100.6000000000001,3,3,3,9,Clientes VIP
12585.0,233,2,1212.95,1,1,3,5,Clientes Emergentes
12586.0,16,1,186.54000000000002,3,1,1,5,Clientes Emergentes
12587.0,7,1,104.0,3,1,1,5,Clientes Emergentes
12588.0,38,1,79.65,2,1,1,4,Clientes Churn
12589.0,28,2,417.28,2,1,2,5,Clientes Emergentes
12590.0,210,1,877.26,1,1,3,5,Clientes Emergentes
12591.0,316,1,323.1,1,1,2,4,Clientes Churn
12592.0,91,2,350.6,1,1,2,4,Clientes Churn
12593.0,108,3,382.09999999999997,1,2,2,5,Clientes Emergentes
12594.0,46,8,2743.43,2,3,3,8,Clientes VIP
12596.0,50,2,288.27,2,1,2,5,Clientes Emergentes
12597.0,18,4,2544.07,3,2,3,8,Clientes VIP
12598.0,9,7,2103.43,3,3,3,9,Clientes VIP
12599.0,28,7,764.38,2,3,2,7,Clientes Emergentes
12600.0,28,9,1996.22,2,3,3,8,Clientes VIP
12601.0,189,5,371.51,1,2,2,5,Clientes Emergentes
12602.0,58,1,129.22,2,1,1,4,Clientes Churn
12604.0,78,2,236.18,2,1,1,4,Clientes Churn
12607.0,59,1,1490.26,2,1,3,6,Clientes Emergentes
12609.0,77,3,846.11,2,2,3,7,Clientes Emergentes
12610.0,22,4,1479.6399999999999,3,2,3,8,Clientes VIP
12611.0,51,1,924.52,2,1,3,6,Clientes Emergentes
12612.0,73,1,654.0,2,1,2,5,Clientes Emergentes
12613.0,56,4,2886.4,2,2,3,7,Clientes Emergentes
12614.0,277,1,218.15,1,1,1,3,Clientes Churn
12615.0,1,4,1552.99,3,2,3,8,Clientes VIP
12616.0,94,2,386.79999999999995,1,1,2,4,Clientes Churn
12617.0,28,1,335.63,2,1,2,5,Clientes Emergentes
12618.0,21,1,121.41,3,1,1,5,Clientes Emergentes
12619.0,15,8,681.02,3,3,2,8,Clientes VIP
12620.0,14,3,1100.1399999999999,3,2,3,8,Clientes VIP
12621.0,1,19,7699.9800000000005,3,3,3,9,Clientes VIP
12622.0,231,1,123.85,1,1,1,3,Clientes Churn
12623.0,275,1,269.1,1,1,1,3,Clientes Churn
12624.0,105,2,492.78,1,1,2,4,Clientes Churn
12625.0,211,2,1625.82,1,1,3,5,Clientes Emergentes
12626.0,22,9,4945.49,3,3,3,9,Clientes VIP
12627.0,10,6,3675.3,3,3,3,9,Clientes VIP
12628.0,3,3,665.46,3,2,2,7,Clientes Emergentes
12630.0,9,2,905.08,3,1,3,7,Clientes Emergentes
12631.0,56,1,396.0,2,1,2,5,Clientes Emergentes
12633.0,58,4,1379.94,2,2,3,7,Clientes Emergentes
12635.0,89,2,1357.69,1,1,3,5,Clientes Emergentes
12637.0,66,8,5075.84,2,3,3,8,Clientes VIP
12638.0,32,1,498.25,2,1,2,5,Clientes Emergentes
12639.0,238,1,325.3,1,1,2,4,Clientes Churn
12640.0,23,3,609.53,3,2,2,7,Clientes Emergentes
12641.0,114,1,128.9,1,1,1,3,Clientes Churn
12642.0,24,3,743.77,3,2,2,7,Clientes Emergentes
12643.0,220,2,73.28,1,1,1,3,Clientes Churn
12644.0,129,1,417.12,1,1,2,4,Clientes Churn
12645.0,33,4,1406.18,2,2,3,7,Clientes Emergentes
12646.0,4,2,838.16,3,1,3,7,Clientes Emergentes
12647.0,21,12,1843.87,3,3,3,9,Clientes VIP
12648.0,154,1,255.3,1,1,1,3,Clientes Churn
12649.0,106,3,513.0500000000001,1,2,2,5,Clientes Emergentes
12650.0,2,1,242.44000000000003,3,1,1,5,Clientes Emergentes
12651.0,334,1,114.0,1,1,1,3,Clientes Churn
12652.0,330,1,732.28,1,1,2,4,Clientes Churn
12653.0,148,2,752.81,1,1,2,4,Clientes Churn
12654.0,10,5,499.33,3,2,2,7,Clientes Emergentes
12656.0,16,5,1873.35,3,2,3,8,Clientes VIP
12657.0,10,3,623.0,3,2,2,7,Clientes Emergentes
12658.0,18,1,535.4,3,1,2,6,Clientes Emergentes
12659.0,29,1,45.6,2,1,1,4,Clientes Churn
12660.0,10,1,203.7,3,1,1,5,Clientes Emergentes
12662.0,0,11,3289.4300000000003,3,3,3,9,Clientes VIP
12664.0,58,4,406.8,2,2,2,6,Clientes Emergentes
12665.0,324,1,45.0,1,1,1,3,Clientes Churn
12667.0,57,1,410.23,2,1,2,5,Clientes Emergentes
12668.0,11,4,2666.0,3,2,3,8,Clientes VIP
12669.0,150,2,1319.92,1,1,3,5,Clientes Emergentes
12670.0,9,5,2087.47,3,2,3,8,Clientes VIP
12672.0,329,1,162.29999999999998,1,1,1,3,Clientes Churn
12673.0,4,2,504.62,3,1,2,6,Clientes Emergentes
12674.0,38,4,1289.54,2,2,3,7,Clientes Emergentes
12676.0,24,6,1031.39,3,3,3,9,Clientes VIP
12678.0,42,8,1359.8,2,3,3,8,Clientes VIP
12679.0,283,1,639.86,1,1,2,4,Clientes Churn
12680.0,0,4,736.97,3,2,2,7,Clientes Emergentes
12681.0,14,21,9584.4,3,3,3,9,Clientes VIP
12682.0,3,30,8437.94,3,3,3,9,Clientes VIP
12683.0,3,14,5146.41,3,3,3,9,Clientes VIP
12684.0,7,6,1646.19,3,3,3,9,Clientes VIP
12685.0,27,6,2437.65,2,3,3,8,Clientes VIP
12686.0,371,1,71.14,1,1,1,3,Clientes Churn
12688.0,113,1,2770.04,1,1,3,5,Clientes Emergentes
12689.0,25,2,1020.21,2,1,3,6,Clientes Emergentes
12690.0,205,1,265.11,1,1,1,3,Clientes Churn
12691.0,57,4,678.2,2,2,2,6,Clientes Emergentes
12693.0,126,4,476.51,1,2,2,5,Clientes Emergentes
12694.0,69,2,447.62,2,1,2,5,Clientes Emergentes
12695.0,6,4,342.56,3,2,2,7,Clientes Emergentes
12697.0,28,3,676.71,2,2,2,6,Clientes Emergentes
12700.0,7,4,3888.64,3,2,3,8,Clientes VIP
12701.0,79,2,652.45,2,1,2,5,Clientes Emergentes
12702.0,19,1,201.0,3,1,1,5,Clientes Emergentes
12703.0,70,1,265.55,2,1,1,4,Clientes Churn
12704.0,6,8,1180.98,3,3,3,9,Clientes VIP
12705.0,14,8,5154.4,3,3,3,9,Clientes VIP
12707.0,291,1,417.52000000000004,1,1,2,4,Clientes Churn
12708.0,29,10,2117.96,2,3,3,8,Clientes VIP
12709.0,14,14,4615.32,3,3,3,9,Clientes VIP
12710.0,96,3,909.8199999999999,1,2,3,6,Clientes Emergentes
12712.0,28,13,2586.98,2,3,3,8,Clientes VIP
12713.0,0,1,722.85,3,1,2,6,Clientes Emergentes
12714.0,8,5,3621.0299999999997,3,2,3,8,Clientes VIP
12715.0,105,1,273.86,1,1,1,3,Clientes Churn
12716.0,3,2,912.91,3,1,3,7,Clientes Emergentes
12717.0,150,2,774.03,1,1,2,4,Clientes Churn
12718.0,70,1,182.35,2,1,1,4,Clientes Churn
12719.0,4,2,498.55,3,1,2,6,Clientes Emergentes
12720.0,2,25,4424.39,3,3,3,9,Clientes VIP
12721.0,31,6,2108.19,2,3,3,8,Clientes VIP
12722.0,114,2,726.1,1,1,2,4,Clientes Churn
12723.0,3,4,580.33,3,2,2,7,Clientes Emergentes
12724.0,4,4,923.41,3,2,3,8,Clientes VIP
12725.0,370,1,371.8,1,1,2,4,Clientes Churn
12726.0,27,7,1550.1,2,3,3,8,Clientes VIP
12727.0,10,7,2461.52,3,3,3,9,Clientes VIP
12728.0,70,4,565.33,2,2,2,6,Clientes Emergentes
12729.0,113,1,360.71000000000004,1,1,2,4,Clientes Churn
12731.0,23,10,7116.69,3,3,3,9,Clientes VIP
12732.0,179,1,178.26000000000002,1,1,1,3,Clientes Churn
12733.0,233,1,276.85,1,1,1,3,Clientes Churn
12734.0,352,1,110.39999999999999,1,1,1,3,Clientes Churn
12735.0,314,2,375.07,1,1,2,4,Clientes Churn
12736.0,332,1,93.6,1,1,1,3,Clientes Churn
12738.0,371,1,110.4,1,1,1,3,Clientes Churn
12739.0,98,1,516.0,1,1,2,4,Clientes Churn
12740.0,63,1,344.8,2,1,2,5,Clientes Emergentes
12744.0,55,4,4774.93,2,2,3,7,Clientes Emergentes
12747.0,1,11,2640.41,3,3,3,9,Clientes VIP
12748.0,0,196,21046.63,3,3,3,9,Clientes VIP
12749.0,3,5,2737.73,3,2,3,8,Clientes VIP
12750.0,128,1,184.98,1,1,1,3,Clientes Churn
12752.0,80,1,854.12,2,1,3,6,Clientes Emergentes
12753.0,22,6,1988.77,3,3,3,9,Clientes VIP
12754.0,276,2,61.62,1,1,1,3,Clientes Churn
12755.0,280,1,7.6,1,1,1,3,Clientes Churn
12756.0,86,1,50.879999999999995,2,1,1,4,Clientes Churn
12757.0,15,7,3194.0,3,3,3,9,Clientes VIP
12758.0,116,2,1468.59,1,1,3,5,Clientes Emergentes
12759.0,51,3,1279.09,2,2,3,7,Clientes Emergentes
12762.0,7,2,1211.3,3,1,3,7,Clientes Emergentes
12763.0,368,1,320.08,1,1,2,4,Clientes Churn
12764.0,316,1,952.88,1,1,3,5,Clientes Emergentes
12766.0,3,7,5713.12,3,3,3,9,Clientes VIP
12769.0,238,1,869.4,1,1,3,5,Clientes Emergentes
12772.0,59,1,615.3199999999999,2,1,2,5,Clientes Emergentes
12775.0,16,5,952.14,3,2,3,8,Clientes VIP
12778.0,19,6,492.49,3,3,2,8,Clientes VIP
12779.0,37,8,2523.53,2,3,3,8,Clientes VIP
12781.0,63,2,594.54,2,1,2,5,Clientes Emergentes
12782.0,4,5,1811.47,3,2,3,8,Clientes VIP
12783.0,1,4,1011.3000000000001,3,2,3,8,Clientes VIP
12784.0,14,1,497.07,3,1,2,6,Clientes Emergentes
12785.0,363,1,239.0,1,1,1,3,Clientes Churn
12787.0,9,3,356.26,3,2,2,7,Clientes Emergentes
12790.0,191,1,199.42000000000002,1,1,1,3,Clientes Churn
12792.0,256,1,329.59,1,1,2,4,Clientes Churn
12793.0,334,2,395.48,1,1,2,4,Clientes Churn
12794.0,52,2,795.51,2,1,2,5,Clientes Emergentes
12795.0,18,1,144.63,3,1,1,5,Clientes Emergentes
12797.0,365,1,206.13,1,1,1,3,Clientes Churn
12802.0,186,1,397.58,1,1,2,4,Clientes Churn
12808.0,36,3,445.7,2,2,2,6,Clientes Emergentes
12809.0,177,1,343.41,1,1,2,4,Clientes Churn
12811.0,261,2,416.55,1,1,2,4,Clientes Churn
12812.0,44,1,229.64000000000001,2,1,1,4,Clientes Churn
12815.0,147,2,687.66,1,1,2,4,Clientes Churn
12816.0,95,2,265.90000000000003,1,1,1,3,Clientes Churn
12817.0,280,1,126.03999999999999,1,1,1,3,Clientes Churn
12818.0,261,1,267.6,1,1,1,3,Clientes Churn
12820.0,2,4,923.62,3,2,3,8,Clientes VIP
12821.0,213,1,75.72,1,1,1,3,Clientes Churn
12822.0,70,2,743.28,2,1,2,5,Clientes Emergentes
12824.0,59,1,316.42,2,1,2,5,Clientes Emergentes
12826.0,2,7,1460.8,3,3,3,9,Clientes VIP
12827.0,5,3,430.15000000000003,3,2,2,7,Clientes Emergentes
12828.0,2,6,961.96,3,3,3,9,Clientes VIP
12829.0,336,1,28.5,1,1,1,3,Clientes Churn
12831.0,261,1,124.75,1,1,1,3,Clientes Churn
12832.0,31,2,366.53,2,1,2,5,Clientes Emergentes
12833.0,144,1,307.03000000000003,1,1,2,4,Clientes Churn
12834.0,282,1,201.08,1,1,1,3,Clientes Churn
12836.0,58,4,1622.6200000000001,2,2,3,7,Clientes Emergentes
12837.0,172,1,58.75,1,1,1,3,Clientes Churn
12838.0,33,2,586.48,2,1,2,5,Clientes Emergentes
12839.0,2,14,5115.12,3,3,3,9,Clientes VIP
12840.0,143,4,2726.77,1,2,3,6,Clientes Emergentes
12841.0,4,25,3339.54,3,3,3,9,Clientes VIP
12842.0,69,2,582.3100000000001,2,1,2,5,Clientes Emergentes
12843.0,159,7,1395.69,1,3,3,7,Clientes Emergentes
12844.0,28,2,325.96000000000004,2,1,2,5,Clientes Emergentes
12845.0,268,2,54.79,1,1,1,3,Clientes Churn
12847.0,21,1,668.14,3,1,2,6,Clientes Emergentes
12849.0,30,2,777.74,2,1,2,5,Clientes Emergentes
12851.0,96,1,108.28,1,1,1,3,Clientes Churn
12852.0,294,1,264.15000000000003,1,1,1,3,Clientes Churn
12853.0,134,5,1227.2,1,2,3,6,Clientes Emergentes
12854.0,78,3,1056.4,2,2,3,7,Clientes Emergentes
12855.0,372,1,38.1,1,1,1,3,Clientes Churn
12856.0,7,6,1969.18,3,3,3,9,Clientes VIP
12857.0,210,2,831.15,1,1,3,5,Clientes Emergentes
12863.0,51,1,109.2,2,1,1,4,Clientes Churn
12864.0,137,1,10.2,1,1,1,3,Clientes Churn
12865.0,25,2,1355.82,2,1,3,6,Clientes Emergentes
12866.0,282,1,344.92,1,1,2,4,Clientes Churn
12867.0,25,7,3664.77,2,3,3,8,Clientes VIP
12868.0,185,6,1534.71,1,3,3,7,Clientes Emergentes
12871.0,83,2,120.53999999999999,2,1,1,4,Clientes Churn
12872.0,326,2,507.12,1,1,2,4,Clientes Churn
12876.0,57,2,1100.82,2,1,3,6,Clientes Emergentes
12877.0,3,12,1413.31,3,3,3,9,Clientes VIP
12878.0,235,2,839.09,1,1,3,5,Clientes Emergentes
12879.0,44,3,220.66,2,2,1,5,Clientes Emergentes
12881.0,275,1,69.0,1,1,1,3,Clientes Churn
12882.0,8,2,995.4,3,1,3,7,Clientes Emergentes
12883.0,24,4,527.87,3,2,2,7,Clientes Emergentes
12884.0,87,1,107.25,2,1,1,4,Clientes Churn
12885.0,62,3,977.22,2,2,3,7,Clientes Emergentes
12886.0,67,2,1059.3600000000001,2,1,3,6,Clientes Emergentes
12888.0,213,2,187.92000000000002,1,1,1,3,Clientes Churn
12890.0,23,1,365.38,3,1,2,6,Clientes Emergentes
12893.0,30,1,188.14,2,1,1,4,Clientes Churn
12895.0,41,2,335.05,2,1,2,5,Clientes Emergentes
12897.0,204,2,100.50000000000001,1,1,1,3,Clientes Churn
12901.0,9,15,1162.35,3,3,3,9,Clientes VIP
12902.0,264,1,87.78,1,1,1,3,Clientes Churn
12904.0,17,2,351.73,3,1,2,6,Clientes Emergentes
12906.0,11,5,1108.02,3,2,3,8,Clientes VIP
12909.0,39,5,1022.43,2,2,3,7,Clientes Emergentes
12910.0,22,8,2297.02,3,3,3,9,Clientes VIP
12912.0,7,4,735.66,3,2,2,7,Clientes Emergentes
12913.0,4,5,1088.45,3,2,3,8,Clientes VIP
12915.0,148,2,201.05,1,1,1,3,Clientes Churn
12916.0,138,4,1821.5,1,2,3,6,Clientes Emergentes
12919.0,7,6,1159.21,3,3,3,9,Clientes VIP
12920.0,16,1,108.34,3,1,1,5,Clientes Emergentes
12921.0,8,37,13030.37,3,3,3,9,Clientes VIP
12922.0,160,1,377.3,1,1,2,4,Clientes Churn
12923.0,63,1,157.07,2,1,1,4,Clientes Churn
12924.0,87,4,644.2,2,2,2,6,Clientes Emergentes
12925.0,4,2,636.13,3,1,2,6,Clientes Emergentes
12928.0,34,5,1739.74,2,2,3,7,Clientes Emergentes
12929.0,311,1,70.95,1,1,1,3,Clientes Churn
12930.0,77,2,389.61,2,1,2,5,Clientes Emergentes
12931.0,66,2,48.160000000000004,2,1,1,4,Clientes Churn
12933.0,23,3,465.47,3,2,2,7,Clientes Emergentes
12935.0,1,7,1851.55,3,3,3,9,Clientes VIP
12936.0,16,3,911.9,3,2,3,8,Clientes VIP
12937.0,14,4,1233.1200000000001,3,2,3,8,Clientes VIP
12938.0,25,1,100.22,2,1,1,4,Clientes Churn
12939.0,334,1,81.36,1,1,1,3,Clientes Churn
12940.0,54,2,529.47,2,1,2,5,Clientes Emergentes
12942.0,130,3,505.0,1,2,2,5,Clientes Emergentes
12944.0,35,2,519.81,2,1,2,5,Clientes Emergentes
12945.0,287,1,264.25,1,1,1,3,Clientes Churn
12947.0,143,5,1269.59,1,2,3,6,Clientes Emergentes
12948.0,15,7,1892.3600000000001,3,3,3,9,Clientes VIP
12949.0,30,8,3639.92,2,3,3,8,Clientes VIP
12950.0,7,2,284.2,3,1,2,6,Clientes Emergentes
12951.0,8,6,979.12,3,3,3,9,Clientes VIP
12952.0,5,4,1058.26,3,2,3,8,Clientes VIP
